 :::: VPP results :::: 
      V_tw   alfa_tw         V       VMG       phi         b         F    Fdrive     Fside     Mheel      Rtot  Rrh+RrhH  Rvh+RvhH  Rrk+RrkH       Rvk        Ri       Rvr
      0.60     88.00      0.11      0.00      0.24      0.00      1.00      0.09      0.21      0.18      0.09      0.02      0.07     -0.03      0.03      0.00      0.01 
      0.60     89.00      0.11      0.00      0.24      0.00      1.00      0.09      0.21      0.17      0.09      0.02      0.07     -0.03      0.03      0.00      0.01 
      0.60     90.00      0.11      0.00      0.24      0.00      1.00      0.09      0.21      0.17      0.09      0.02      0.07     -0.03      0.03      0.00      0.01 
      0.60     91.00      0.12     -0.00      0.24      0.00      1.00      0.09      0.20      0.17      0.09      0.02      0.07     -0.03      0.03      0.00      0.01 
      0.60     92.00      0.12     -0.00      0.24      0.00      1.00      0.10      0.20      0.17      0.10      0.02      0.07     -0.03      0.03      0.00      0.01 
      0.60     93.00      0.12     -0.01      0.24      0.00      1.00      0.10      0.20      0.17      0.10      0.02      0.07     -0.03      0.03      0.00      0.01 
      0.60     94.00      0.12     -0.01      0.23      0.00      1.00      0.10      0.20      0.17      0.10      0.02      0.07     -0.03      0.03      0.00      0.01 
      0.60     95.00      0.12     -0.01      0.23      0.00      1.00      0.10      0.20      0.17      0.10      0.02      0.07     -0.03      0.03      0.00      0.01 
      0.60     96.00      0.12     -0.01      0.23      0.00      1.00      0.10      0.20      0.17      0.10      0.02      0.07     -0.03      0.03      0.00      0.01 
      0.60     97.00      0.12     -0.01      0.23      0.00      1.00      0.10      0.20      0.17      0.10      0.02      0.07     -0.03      0.03      0.00      0.01 
      0.60     98.00      0.12     -0.02      0.23      0.00      1.00      0.11      0.19      0.16      0.11      0.02      0.08     -0.03      0.03      0.00      0.01 
      0.60     99.00      0.12     -0.02      0.23      0.00      1.00      0.11      0.19      0.16      0.11      0.02      0.08     -0.03      0.03      0.00      0.01 
      0.60    100.00      0.12     -0.02      0.22      0.00      1.00      0.11      0.19      0.16      0.11      0.02      0.08     -0.03      0.03      0.00      0.01 
      0.60    101.00      0.12     -0.02      0.22      0.00      1.00      0.11      0.19      0.16      0.11      0.02      0.08     -0.03      0.03      0.00      0.01 
      0.60    102.00      0.12     -0.03      0.22      0.00      1.00      0.11      0.19      0.16      0.11      0.02      0.08     -0.03      0.03      0.00      0.01 
      0.60    103.00      0.12     -0.03      0.22      0.00      1.00      0.11      0.19      0.16      0.11      0.03      0.08     -0.03      0.03      0.00      0.01 
      0.60    104.00      0.12     -0.03      0.21      0.00      1.00      0.12      0.18      0.15      0.12      0.03      0.08     -0.03      0.03      0.00      0.01 
      0.60    105.00      0.13     -0.03      0.21      0.00      1.00      0.12      0.18      0.15      0.12      0.03      0.08     -0.03      0.03      0.00      0.01 
      0.60    106.00      0.13     -0.03      0.21      0.00      1.00      0.12      0.18      0.15      0.12      0.03      0.08     -0.03      0.03      0.00      0.01 
      0.60    107.00      0.13     -0.04      0.21      0.00      1.00      0.12      0.18      0.15      0.12      0.03      0.08     -0.03      0.03      0.00      0.01 
      0.60    108.00      0.13     -0.04      0.20      0.00      1.00      0.12      0.17      0.15      0.12      0.03      0.08     -0.03      0.03      0.00      0.01 
      0.60    109.00      0.13     -0.04      0.20      0.00      1.00      0.12      0.17      0.14      0.12      0.03      0.08     -0.03      0.03      0.00      0.01 
      0.60    110.00      0.13     -0.04      0.20      0.00      1.00      0.12      0.17      0.14      0.12      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    111.00      0.13     -0.05      0.19      0.00      1.00      0.13      0.16      0.14      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    112.00      0.13     -0.05      0.19      0.00      1.00      0.13      0.16      0.14      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    113.00      0.13     -0.05      0.18      0.00      1.00      0.13      0.16      0.13      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    114.00      0.13     -0.05      0.18      0.00      1.00      0.13      0.15      0.13      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    115.00      0.13     -0.06      0.18      0.00      1.00      0.13      0.15      0.13      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    116.00      0.13     -0.06      0.17      0.00      1.00      0.13      0.15      0.12      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    117.00      0.13     -0.06      0.17      0.00      1.00      0.13      0.14      0.12      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    118.00      0.13     -0.06      0.16      0.00      1.00      0.13      0.14      0.12      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    119.00      0.13     -0.06      0.16      0.00      1.00      0.13      0.14      0.12      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    120.00      0.13     -0.07      0.16      0.00      1.00      0.13      0.13      0.11      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    121.00      0.13     -0.07      0.15      0.00      1.00      0.13      0.13      0.11      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    122.00      0.13     -0.07      0.15      0.00      1.00      0.13      0.13      0.11      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    123.00      0.13     -0.07      0.14      0.00      1.00      0.13      0.12      0.10      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    124.00      0.13     -0.07      0.14      0.00      1.00      0.13      0.12      0.10      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    125.00      0.13     -0.08      0.14      0.00      1.00      0.14      0.12      0.10      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    126.00      0.13     -0.08      0.13      0.00      1.00      0.14      0.11      0.10      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    127.00      0.13     -0.08      0.13      0.00      1.00      0.14      0.11      0.09      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    128.00      0.13     -0.08      0.12      0.00      1.00      0.14      0.11      0.09      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    129.00      0.13     -0.08      0.12      0.00      1.00      0.14      0.10      0.09      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    130.00      0.13     -0.09      0.12      0.00      1.00      0.14      0.10      0.08      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    131.00      0.13     -0.09      0.11      0.00      1.00      0.14      0.10      0.08      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    132.00      0.13     -0.09      0.11      0.00      1.00      0.14      0.09      0.08      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    133.00      0.13     -0.09      0.11      0.00      1.00      0.14      0.09      0.08      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    134.00      0.13     -0.09      0.10      0.00      1.00      0.14      0.09      0.07      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    135.00      0.13     -0.09      0.10      0.00      1.00      0.14      0.08      0.07      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    136.00      0.13     -0.10      0.10      0.00      1.00      0.14      0.08      0.07      0.14      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    137.00      0.13     -0.10      0.09      0.00      1.00      0.13      0.08      0.07      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    138.00      0.13     -0.10      0.09      0.00      1.00      0.13      0.08      0.06      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    139.00      0.13     -0.10      0.09      0.00      1.00      0.13      0.07      0.06      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    140.00      0.13     -0.10      0.08      0.00      1.00      0.13      0.07      0.06      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    141.00      0.13     -0.10      0.08      0.00      1.00      0.13      0.07      0.06      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    142.00      0.13     -0.10      0.08      0.00      1.00      0.13      0.07      0.06      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    143.00      0.13     -0.11      0.07      0.00      1.00      0.13      0.06      0.05      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    144.00      0.13     -0.11      0.07      0.00      1.00      0.13      0.06      0.05      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    145.00      0.13     -0.11      0.07      0.00      1.00      0.13      0.06      0.05      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    146.00      0.13     -0.11      0.06      0.00      1.00      0.13      0.06      0.05      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    147.00      0.13     -0.11      0.06      0.00      1.00      0.13      0.05      0.04      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    148.00      0.13     -0.11      0.06      0.00      1.00      0.13      0.05      0.04      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    149.00      0.13     -0.11      0.06      0.00      1.00      0.13      0.05      0.04      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    150.00      0.13     -0.11      0.05      0.00      1.00      0.13      0.05      0.04      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    151.00      0.13     -0.11      0.05      0.00      1.00      0.13      0.04      0.04      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    152.00      0.13     -0.12      0.05      0.00      1.00      0.13      0.04      0.04      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    153.00      0.13     -0.12      0.05      0.00      1.00      0.13      0.04      0.03      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    154.00      0.13     -0.12      0.04      0.00      1.00      0.13      0.04      0.03      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    155.00      0.13     -0.12      0.04      0.00      1.00      0.13      0.04      0.03      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    156.00      0.13     -0.12      0.04      0.00      1.00      0.13      0.03      0.03      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    157.00      0.13     -0.12      0.04      0.00      1.00      0.13      0.03      0.03      0.13      0.03      0.09     -0.03      0.03      0.00      0.01 
      0.60    158.00      0.13     -0.12      0.04      0.00      1.00      0.12      0.03      0.03      0.12      0.03      0.09     -0.03      0.03      0.00      0.01 
